PRODUCT COLLECTION,PRODUCT ID,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,Item Id,Web Link,Product Line,Material,Product Category,Item Description,Status,Source,Volume,Creation Date
ONYX NOCHE 3X18 BULL NOSE,NONYNOC3X18BN-R,3x18,MATTE,0.37 INCH,N/A,30,N/A,EACH,3.39,3.39,,NONYNOC3X18BN-R,www.msisurfaces.com/porcelain-onyx/noche/,PT,PORCELAIN,CERAMICS/PORCELAINS,ONYX NOCHE 3X18 BULL NOSE,MSI,Q1-2019 Price List,NEW,12-Nov-14
ONYX SAND 12X12,NONYSAN1212,12x12,MATTE,0.35 INCH,1,15,15,SQFT,1.62,1.62,,NONYSAN1212,www.msisurfaces.com/porcelain-onyx/sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,ONYX SAND 12X12,MSI,Q1-2019 Price List,NEW,22-Dec-10
ONYX SAND 12X24,NONYSAN1224,12x24,MATTE,0.40 INCH,2,8,16,SQFT,1.82,3.63,,NONYSAN1224,www.msisurfaces.com/porcelain-onyx/sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,ONYX SAND 12X24,MSI,Q1-2019 Price List,NEW,17-Jun-11
ONYX SAND 16X32,NONYSAN1632,16x32,MATTE,0.43 INCH,3.56,3,10.67,SQFT,2.5,8.89,,NONYSAN1632,www.msisurfaces.com/porcelain-onyx/sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,ONYX SAND 16X32 MATTE,MSI,Q1-2019 Price List,NEW,30-Jul-14
ONYX SAND 18X18,NONYSAN1818,18x18,MATTE,0.40 INCH,2.25,7,15.75,SQFT,1.62,3.64,,NONYSAN1818,www.msisurfaces.com/porcelain-onyx/sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,ONYX SAND 18X18,MSI,Q1-2019 Price List,NEW,13-Sep-10
ONYX SAND 24X24,NONYSAN2424,24x24,MATTE,0.38 INCH,4,4,16,SQFT,1.56,6.24,,NONYSAN2424,www.msisurfaces.com/porcelain-onyx/sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,ONYX SAND 24X24,MSI,Q1-2019 Price List,NEW,20-Jul-11
ONYX SAND 2X2 MOSAIC,NONYSAN2X2,2x2,MATTE,0.40 INCH,1,8,8,EACH,3.7,3.7,,NONYSAN2X2,www.msisurfaces.com/onyx-mosaics/sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,ONYX SAND 2X2 MOSAIC,MSI,Q1-2019 Price List,NEW,15-Feb-11
ONYX SAND 3X18 BULL NOSE,NONYSAN3X18BN-R,3x18,MATTE,0.33 INCH,N/A,30,N/A,EACH,3.39,3.39,,NONYSAN3X18BN-R,www.msisurfaces.com/porcelain-onyx/sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,ONYX SAND 3X18 BULL NOSE,MSI,Q1-2019 Price List,NEW,12-Nov-14
OPTIMA CREAM 12X24 MATTE,NOPTCRE1224,12x24,MATTE,0.39 INCH,2,8,16,SQFT,3.28,6.57,,NOPTCRE1224,www.msisurfaces.com/porcelain-optima/cream/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA CREAM 12X24 MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA CREAM 12X24 POLISHED,NOPTCRE1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,3.29,6.58,,NOPTCRE1224P,www.msisurfaces.com/porcelain-optima/cream/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA CREAM 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA CREAM 12X24 TEXTURED,NOPTCRETEX1224,12x24,MATTE,0.39 INCH,2,8,16,SQFT,3.28,6.57,,NOPTCRETEX1224,www.msisurfaces.com/porcelain-optima/cream/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA CREAM 12X24 TEXTURED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA CREAM 24X24 MATTE,NOPTCRE2424,24x24,MATTE,0.39 INCH,4,4,16,SQFT,3.28,13.13,,NOPTCRE2424,www.msisurfaces.com/porcelain-optima/cream/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA CREAM 24X24 MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA CREAM 24X24 POLISHED,NOPTCRE2424P,24x24,POLISHED,0.39 INCH,4,4,16,SQFT,3.29,13.14,,NOPTCRE2424P,www.msisurfaces.com/porcelain-optima/cream/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA CREAM 24X24 POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA CREAM 2X2 MATTE MOSAIC,NOPTCRE2X2,2x2,MATTE,0.39 INCH,1,11,11,EACH,6.08,6.08,,NOPTCRE2X2,www.msisurfaces.com/optima/cream-2x2-mosaics/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA CREAM 2X2 MOSAIC MATTE,MSI,New Item,NEW,20-Feb-17
OPTIMA CREAM 2X2 POLISHED MOSAIC ,NOPTCRE2X2P,2x2,POLISHED,0.39 INCH,1,11,11,EACH,6.46,6.46,,NOPTCRE2X2P,www.msisurfaces.com/optima/cream-2x2-mosaics-polished/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA CREAM 2X2 MOSAIC POLISHED,MSI,New Item,NEW,20-Feb-17
OPTIMA CREAM 4X24 MATTE BULL NOSE,NOPTCRE4X24BN,4x24,MATTE,0.39 INCH,0.67,15,10,EACH,4.63,4.63,,NOPTCRE4X24BN,www.msisurfaces.com/porcelain-optima/cream/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA CREAM 4X24 BULLNOSE MATTE,MSI,New Item,NEW,20-Feb-17
OPTIMA CREAM 4X24 POLISHED BULL NOSE ,NOPTCRE4X24BNP,4x24,POLISHED,0.39 INCH,0.67,15,10,EACH,4.86,4.86,,NOPTCRE4X24BNP,www.msisurfaces.com/porcelain-optima/cream/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA CREAM 4X24 BULLNOSE POLISHED,MSI,New Item,NEW,20-Feb-17
OPTIMA GRAPHITE 12X24 MATTE,NOPTGRA1224,12x24,MATTE,0.39 INCH,2,8,16,SQFT,3.28,6.57,,NOPTGRA1224,www.msisurfaces.com/porcelain-optima/graphite/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GRAPHITE 12X24 MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GRAPHITE 12X24 POLISHED,NOPTGRA1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,3.29,6.58,,NOPTGRA1224P,www.msisurfaces.com/porcelain-optima/graphite/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GRAPHITE 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GRAPHITE 12X24 TEXTURED,NOPTGRATEX1224,12x24,HONED,0.39 INCH,2,8,16,SQFT,3.28,6.57,,NOPTGRATEX1224,www.msisurfaces.com/porcelain-optima/graphite/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GRAPHITE 12X24 TEXTURED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GRAPHITE 24X24 MATTE,NOPTGRA2424,24x24,MATTE,0.39 INCH,4,4,16,SQFT,3.28,13.13,,NOPTGRA2424,www.msisurfaces.com/porcelain-optima/graphite/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GRAPHITE 24X24 MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GRAPHITE 24X24 POLISHED,NOPTGRA2424P,24x24,POLISHED,0.39 INCH,4,4,16,SQFT,3.29,13.14,,NOPTGRA2424P,www.msisurfaces.com/porcelain-optima/graphite/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GRAPHITE 24X24 POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GRAPHITE 2X2 MOSAIC MATTE,NOPTGRA2X2,2x2,MATTE,0.39 INCH,1,11,11,EACH,6.08,6.08,,NOPTGRA2X2,www.msisurfaces.com/optima/graphite-2x2-mosaics-matte/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GRAPHITE 2X2 MOSAIC MATTE,MSI,New Item,NEW,20-Feb-17
OPTIMA GRAPHITE 2X2 MOSAIC POLISHED,NOPTGRA2X2P,2x2,POLISHED,0.39 INCH,1,11,11,EACH,6.46,6.46,,NOPTGRA2X2P,www.msisurfaces.com/optima/graphite-2x2-mosaics-polished/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GRAPHITE 2X2 MOSAIC POLISHED,MSI,New Item,NEW,20-Feb-17
OPTIMA GRAPHITE 4X24 BULL NOSE MATTE,NOPTGRA4X24BN,4x24,MATTE,0.39 INCH,0.67,15,10,EACH,4.63,4.63,,NOPTGRA4X24BN,www.msisurfaces.com/porcelain-optima/graphite/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GRAPHITE 4X24 BULLNOSE MATTE,MSI,New Item,NEW,20-Feb-17
OPTIMA GRAPHITE 4X24 BULL NOSE POLISHED,NOPTGRA4X24BNP,4x24,POLISHED,0.39 INCH,0.67,15,10,EACH,5.26,5.26,,NOPTGRA4X24BNP,www.msisurfaces.com/porcelain-optima/graphite/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GRAPHITE 4X24 BULLNOSE POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GREY 12X24 MATTE,NOPTGRE1224,12x24,MATTE,0.39 INCH,2,8,16,SQFT,3.28,6.57,,NOPTGRE1224,www.msisurfaces.com/porcelain-optima/gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GREY 12X24 MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GREY 12X24 POLISHED,NOPTGRE1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,3.29,6.58,,NOPTGRE1224P,www.msisurfaces.com/porcelain-optima/gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GREY 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GREY 12X24 TEXTURED,NOPTGRETEX1224,12x24,MATTE,0.39 INCH,2,8,16,SQFT,3.28,6.57,,NOPTGRETEX1224,www.msisurfaces.com/porcelain-optima/gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GREY 12X24 TEXTURED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GREY 24X24 MATTE,NOPTGRE2424,24x24,MATTE,0.39 INCH,4,4,16,SQFT,3.28,13.13,,NOPTGRE2424,www.msisurfaces.com/porcelain-optima/gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GREY 24X24 MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GREY 24X24 POLISHED,NOPTGRE2424P,24x24,POLISHED,0.39 INCH,4,4,16,SQFT,3.29,13.14,,NOPTGRE2424P,www.msisurfaces.com/porcelain-optima/gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GREY 24X24 POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA GREY 2X2 MATTE MOSAIC,NOPTGRE2X2,2x2,MATTE,0.39 INCH,1,11,11,EACH,6.08,6.08,,NOPTGRE2X2,www.msisurfaces.com/optima/grey-2x2-mosaics-matte/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GREY 2X2 MOSAIC MATTE,MSI,New Item,NEW,20-Feb-17
OPTIMA GREY 2X2 POLISHED MOSAIC,NOPTGRE2X2P,2x2,POLISHED,0.39 INCH,1,11,11,EACH,6.46,6.46,,NOPTGRE2X2P,www.msisurfaces.com/optima/grey-2x2-mosaics-polished/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GREY 2X2 MOSAIC POLISHED,MSI,New Item,NEW,20-Feb-17
OPTIMA GREY 4X24 MATTE BULL NOSE,NOPTGRE4X24BN,4x24,MATTE,0.39 INCH,0.67,15,10,EACH,4.63,4.63,,NOPTGRE4X24BN,www.msisurfaces.com/porcelain-optima/gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GREY 4X24 BULLNOSE MATTE,MSI,New Item,NEW,20-Feb-17
OPTIMA GREY 4X24 POLISHED BULL NOSE,NOPTGRE4X24BNP,4x24,POLISHED,0.39 INCH,0.67,15,10,EACH,5.11,5.11,,NOPTGRE4X24BNP,www.msisurfaces.com/porcelain-optima/gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA GREY 4X24 BULLNOSE POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA OLIVE 12X24 MATTE,NOPTOLI1224,12x24,MATTE,0.39 INCH,2,8,16,SQFT,3.28,6.57,,NOPTOLI1224,www.msisurfaces.com/porcelain-optima/olive/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA OLIVE 12X24 MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA OLIVE 12X24 POLISHED,NOPTOLI1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,3.29,6.58,,NOPTOLI1224P,www.msisurfaces.com/porcelain-optima/olive/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA OLIVE 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA OLIVE 12X24 TEXTURED,NOPTOLITEX1224,12x24,MATTE,0.39 INCH,2,8,16,SQFT,3.28,6.57,,NOPTOLITEX1224,www.msisurfaces.com/porcelain-optima/olive/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA OLIVE 12X24 TEXTURED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA OLIVE 24X24 MATTE,NOPTOLI2424,24x24,MATTE,0.39 INCH,4,4,16,SQFT,3.28,13.13,,NOPTOLI2424,www.msisurfaces.com/porcelain-optima/olive/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA OLIVE 24X24 MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA OLIVE 24X24 POLISHED,NOPTOLI2424P,24x24,POLISHED,0.39 INCH,4,4,16,SQFT,3.29,13.14,,NOPTOLI2424P,www.msisurfaces.com/porcelain-optima/olive/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA OLIVE 24X24 POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA OLIVE 2X2 MATTE MOSAIC,NOPTOLI2X2,2x2,MATTE,0.39 INCH,1,11,11,EACH,6.39,6.39,,NOPTOLI2X2,www.msisurfaces.com/optima/olive-2x2-mosaics-matte/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA OLIVE 2X2 MOSAIC MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA OLIVE 2X2 POLISHED MOSAIC,NOPTOLI2X2P,2x2,POLISHED,0.39 INCH,1,11,11,EACH,6.46,6.46,,NOPTOLI2X2P,www.msisurfaces.com/optima/olive-2x2-mosaic-polished/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA OLIVE 2X2 MOSAIC POLISHED,MSI,New Item,NEW,20-Feb-17
OPTIMA OLIVE 4X24 MATTE BULL NOSE,NOPTOLI4X24BN,4x24,MATTE,0.39 INCH,0.67,15,10,EACH,4.87,4.87,,NOPTOLI4X24BN,www.msisurfaces.com/porcelain-optima/olive/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA OLIVE 4X24 BULLNOSE MATTE,MSI,Q1-2019 Price List,NEW,20-Feb-17
OPTIMA OLIVE 4X24 POLISHED BULL NOSE ,NOPTOLI4X24BNP,4x24,POLISHED,0.39 INCH,0.67,15,10,EACH,5.11,5.11,,NOPTOLI4X24BNP,www.msisurfaces.com/porcelain-optima/olive/,PT,PORCELAIN,CERAMICS/PORCELAINS,OPTIMA OLIVE 4X24 BULLNOSE POLISHED,MSI,Q1-2019 Price List,NEW,20-Feb-17
ORION BLANCO 12X24,NORIBLA1224,12x24,MATTE,0.40 INCH,2,8,16,SQFT,2,4,,NORIBLA1224,www.msisurfaces.com/porcelain-pietra/orion/,PT,PORCELAIN,CERAMICS/PORCELAINS,ORION BLANCO 12X24 MATTE,MSI,Q1-2019 Price List,NEW,25-Feb-14
ORION BLANCO 16X32,NORIBLA1632,16x32,MATTE,0.43 INCH,3.56,3,10.67,SQFT,2.5,8.9,,NORIBLA1632,www.msisurfaces.com/porcelain-pietra/orion/,PT,PORCELAIN,CERAMICS/PORCELAINS,ORION BLANCO 16X32 MATTE,MSI,Q1-2019 Price List,NEW,31-Jul-14
ORION BLANCO 3X18 BULL NOSE,NORIBLA3X18BN-R,3x18,MATTE,0.39 INCH,N/A,30,N/A,EACH,3.15,3.15,,NORIBLA3X18BN-R,www.msisurfaces.com/porcelain-pietra/orion/,PT,PORCELAIN,CERAMICS/PORCELAINS,ORION BLANCO 3X18 MATTE BULL NOSE,MSI,Q1-2019 Price List,NEW,10-Jul-15
OXIDE BLANC 12x24,NOXIBLA1224,12x24,MATTE,0.41 INCH,2,7,14,SQFT,1.61,3.22,,NOXIBLA1224,www.msisurfaces.com/porcelain-oxide/blanc/,PT,PORCELAIN,CERAMICS/PORCELAINS,OXIDE BLANC 12X24 MATTE,MSI,New Item,NEW,10-Dec-18
OXIDE IRON 12x24,NOXIIRO1224,12x24,MATTE,0.41 INCH,2,7,14,SQFT,1.61,3.22,,NOXIIRO1224,www.msisurfaces.com/porcelain-oxide/iron/,PT,PORCELAIN,CERAMICS/PORCELAINS,OXIDE IRON 12X24 MATTE,MSI,New Item,NEW,10-Dec-18
OXIDE MAGNETITE 12x13,NOXIMAG1224,12x24,MATTE,0.41 INCH,2,7,14,SQFT,1.61,3.22,,NOXIMAG1224,www.msisurfaces.com/porcelain-oxide/magnetite/,PT,PORCELAIN,CERAMICS/PORCELAINS,OXIDE MAGNETITE 12X24 MATTE,MSI,New Item,NEW,10-Dec-18
PALMETTO BIANCO 6x36,NPALBIA6X36,6x36,MATTE,0.39 INCH,1.5,10,15,SQFT,2.47,3.71,,NPALBIA6X36,www.msisurfaces.com/wood-look-tile/porcelain/palmetto/bianco/,PT,PORCELAIN,CERAMICS/PORCELAINS,PALMETTO BIANCO 6X36 MATTE,MSI,Q1-2019 Price List,NEW,15-Feb-16
PALMETTO CHESTNUT 6x36,NPALCHE6X36,6x36,MATTE,0.39 INCH,1.5,10,15,SQFT,2.47,3.71,,NPALCHE6X36,www.msisurfaces.com/wood-look-tile/porcelain/palmetto/chestnut/,PT,PORCELAIN,CERAMICS/PORCELAINS,PALMETTO CHESTNUT 6X36,MSI,Q1-2019 Price List,NEW,14-Nov-14
PALMETTO COGNAC 6x36,NPALCOG6X36,6x36,MATTE,0.39 INCH,1.5,10,15,SQFT,2.47,3.71,,NPALCOG6X36,www.msisurfaces.com/wood-look-tile/porcelain/palmetto/cognac/,PT,PORCELAIN,CERAMICS/PORCELAINS,PALMETTO COGNAC 6X36,MSI,Q1-2019 Price List,NEW,14-Nov-14
PALMETTO FOG 6x36,NPALFOG6X36,6x36,MATTE,0.39 INCH,1.5,10,15,SQFT,2.47,3.71,,NPALFOG6X36,www.msisurfaces.com/wood-look-tile/porcelain/palmetto/fog/,PT,PORCELAIN,CERAMICS/PORCELAINS,PALMETTO FOG 6X36,MSI,Q1-2019 Price List,NEW,14-Nov-14
PALMETTO SMOKE 6x36,NPALSMO6X36,6x36,MATTE,0.39 INCH,1.5,10,15,SQFT,2.47,3.71,,NPALSMO6X36,www.msisurfaces.com/wood-look-tile/porcelain/palmetto/smoke/,PT,PORCELAIN,CERAMICS/PORCELAINS,PALMETTO SMOKE 6X36,MSI,Q1-2019 Price List,NEW,14-Nov-14
PALMETTO WALNUT 6x36,NPALWAL6X36,6x36,MATTE,0.39 INCH,1.5,10,15,SQFT,2.47,3.71,,NPALWAL6X36,www.msisurfaces.com/wood-look-tile/porcelain/palmetto/walnut/,PT,PORCELAIN,CERAMICS/PORCELAINS,PALMETTO WALNUT 6X36,MSI,Q1-2019 Price List,NEW,19-Mar-15
PIETRA BERNINI BIANCO 12X24,NPIEBERBIA1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.76,5.51,,NPIEBERBIA1224P,www.msisurfaces.com/porcelain-pietra/bernini-bianco/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI BIANCO 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,21-Mar-16
PIETRA BERNINI BIANCO 2X4 MOSAIC,NPIEBERBIA2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.49,5.49,,NPIEBERBIA2X4P,www.msisurfaces.com/porcelain-pietra/bernini-bianco/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI BIANCO2X4 MOSAIC POLISHED,MSI,New Item,NEW,21-Mar-16
PIETRA BERNINI BIANCO 3X18 BULL NOSE,NPIEBERBIA3X18BNP,3x18,POLISHED,0.40 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEBERBIA3X18BNP,www.msisurfaces.com/porcelain-pietra/bernini-bianco/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI BIANCO 3X18 BULL NOSE POL,MSI,Q1-2019 Price List,NEW,21-Mar-16
PIETRA BERNINI BIANCO 4X18,NPIEBERBIA4X18P,4x18,POLISHED,0.39 INCH,0.5,25,12.5,SQFT,3.34,1.67,,NPIEBERBIA4X18P,www.msisurfaces.com/pietra-mosaics/bernini-bianco-4x18-polished/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI BIANCO 4X18 POLISHED,MSI,New Item,NEW,21-Mar-16
PIETRA BERNINI CAMO 12X24,NPIEBERCAM1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.76,5.51,,NPIEBERCAM1224P,www.msisurfaces.com/porcelain-pietra/bernini-camo/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI CAMO 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,21-Mar-16
PIETRA BERNINI CAMO 2X4 MOSAIC,NPIEBERCAM2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.49,5.49,,NPIEBERCAM2X4P,www.msisurfaces.com/pietra-mosaics/bernini-camo-2x4/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI CAMO 2X4 MOSAIC POLISHED,MSI,New Item,NEW,21-Mar-16
PIETRA BERNINI CAMO 4X18,NPIEBERCAM4X18P,4x18,POLISHED,0.39 INCH,0.5,25,12.5,SQFT,3.5,1.75,,NPIEBERCAM4X18P,www.msisurfaces.com/pietra-mosaics/bernini-camo-4x18-polished/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI CAMO 4X18 POLISHED,MSI,Q1-2019 Price List,NEW,21-Mar-16
PIETRA BERNINI CAMO3X18 BULL NOSE,NPIEBERCAM3X18BNP,3x18,POLISHED,0.40 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEBERCAM3X18BNP,www.msisurfaces.com/porcelain-pietra/bernini-camo/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI CAMO3X18BULLNOSE POLISHED,MSI,Q1-2019 Price List,NEW,21-Mar-16
PIETRA BERNINI CARBONE 12X24,NPIEBERCAR1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.76,5.51,,NPIEBERCAR1224P,www.msisurfaces.com/porcelain-pietra/bernini-carbone/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI CARBONE 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,21-Mar-16
PIETRA BERNINI CARBONE 4X18,NPIEBERCAR4X18P,4x18,POLISHED,0.39 INCH,0.5,25,12.5,SQFT,3.5,1.75,,NPIEBERCAR4X18P,www.msisurfaces.com/pietra-mosaics/bernini-camo-4x18-polished/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI CARBONE 4X18 POLISHED,MSI,Q1-2019 Price List,NEW,21-Mar-16
PIETRA BERNINI CARBONE2X4 MOSAIC,NPIEBERCAR2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.49,5.49,,NPIEBERCAR2X4P,www.msisurfaces.com/pietra-mosaics/bernini-carbone-2x4/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI CARBONE2X4 MOSAICPOLISHED,MSI,New Item,NEW,21-Mar-16
PIETRA BERNINI CARBONE3X18 BULL NOSE,NPIEBERCAR3X18BNP,3x18,POLISHED,0.40 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEBERCAR3X18BNP,www.msisurfaces.com/porcelain-pietra/bernini-carbone/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA BERNINI CARBONE3X18 BULL NOS POL,MSI,Q1-2019 Price List,NEW,21-Mar-16
PIETRA CALACATTA 12X12,NPIECAL1212P,12x12,POLISHED,0.39 INCH,1,13,13,SQFT,2.64,2.64,,NPIECAL1212P,www.msisurfaces.com/porcelain-pietra/calacatta/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA CALACATTA 12X12 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA CALACATTA 12X24,NPIECAL1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.42,4.84,,NPIECAL1224P,www.msisurfaces.com/porcelain-pietra/calacatta/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA CALACATTA 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA CALACATTA 18X18,NPIECAL1818P,18x18,POLISHED,0.39 INCH,2.25,6,13.5,SQFT,2.64,5.93,,NPIECAL1818P,www.msisurfaces.com/porcelain-pietra/calacatta/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA CALACATTA 18X18 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA CALACATTA 24X24,NPIECAL2424P,24x24,POLISHED,0.39 INCH,4,4,16,SQFT,2.2,8.79,,NPIECAL2424P,www.msisurfaces.com/porcelain-pietra/calacatta/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA CALACATTA 24X24 POLISHED,MSI,Q1-2019 Price List,NEW,19-Jan-12
PIETRA CALACATTA 2X2 MOSAIC,NPIECAL2X2P,2x2,POLISHED,0.39 INCH,1,8,8,EACH,4.8,4.8,,NPIECAL2X2P,www.msisurfaces.com/pietra/calacatta/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA CALACATTA 2X2 MOSAIC POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA CALACATTA 2X4 MOSAIC,NPIECAL2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.76,5.76,,NPIECAL2X4P,www.msisurfaces.com/pietra-mosaics/calacatta-subway-tile-2x4/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA CALACATTA 2X4 MOSAIC POLISHED,MSI,Q1-2019 Price List,NEW,3-Sep-15
PIETRA CALACATTA 3X18 BULL NOSE,NPIECAL3X18BNG,3x18,POLISHED,0.37 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIECAL3X18BNG,www.msisurfaces.com/porcelain-pietra/calacatta/,PT,CERAMIC,CERAMICS/PORCELAINS,PIETRA CALACATTA 3X18 POLISHED BULL NOSE,MSI,Q1-2019 Price List,NEW,4-Jan-12
