PRODUCT COLLECTION,PRODUCT ID,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,Item Id,Web Link,Product Line,Material,Product Category,Item Description,Status,Source,Volume,Creation Date
ARCTIC ICE 3X6,SMOT-GL-T-AI36,3X6,MISC.,0.31 INCH,0.13,8,1,SQFT,8.17,1.02,,SMOT-GL-T-AI36,www.msisurfaces.com/glass-tiles-8mm/arctic-ice-3x6/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Arctic Ice 3x6x8mm,MSI,Q1-2019 Price List,NEW,1-Jun-11
ARCTIC ICE 4X12,SMOT-GL-T-AI412,4x12,MISC.,0.31 INCH,0.33,15,5,SQFT,8.1,2.7,,SMOT-GL-T-AI412,www.msisurfaces.com/glass-tiles-8mm/arctic-ice-subway-tile-4x12/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Arctic Ice 4x12x8mm,MSI,Q1-2019 Price List,NEW,11-Mar-15
ARCTIC ICE 6X12,SMOT-GL-T-AI612,6x12,MISC.,0.31 INCH,0.5,10,5,SQFT,8.13,4.06,,SMOT-GL-T-AI612,www.msisurfaces.com/glass-tiles-8mm/arctic-ice-6x12/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Arctic Ice 6x12x8mm,MSI,Q1-2019 Price List,NEW,1-Jun-11
ARCTIC ICE SUBWAY 2X4,SMOT-GLSST-AI8MM,2X4,MISC.,0.31 INCH,1,10,10,EACH,8.11,8.11,,SMOT-GLSST-AI8MM,www.msisurfaces.com/subway-glass-8mm/arctic-ice-subway-tile/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Arctic Ice Subway 2x4x8mm,MSI,Q1-2019 Price List,NEW,1-Nov-10
ARCTIC STORM,SMOT-AS-10MM,PATTERN,HONED,0.38 INCH,0.98,10,9.8,EACH,8.74,8.74,,SMOT-AS-10MM,www.msisurfaces.com/mosaic-hatches/arctic-storm/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Arctic Storm 5/8x2 Honed,MSI,Q1-2019 Price List,NEW,14-May-12
ARCTIC STORM ARABESQUE MULTI FINISH,SMOT-AS-ARABESQUE,PATTERN,MISC.,0.38 INCH,1.05,10,10.5,EACH,18.79,18.79,,SMOT-AS-ARABESQUE,www.msisurfaces.com/white-oak/arctic-storm-arabesque/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Arctic Storm Arabesque Multi Finish,MSI,Q1-2019 Price List,NEW,1-Jun-15
ARCTIC STORM BAMBOO,SMOT-AS-BMP10MM,PATTERN,HONED,0.38 INCH,0.96,10,9.6,EACH,11.88,11.88,,SMOT-AS-BMP10MM,www.msisurfaces.com/white-oak/arctic-storm-bamboo-pattern/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Arctic Storm Bamboo Pattern Honed,MSI,Q1-2019 Price List,NEW,12-Nov-12
ARCTIC STORM INTERLOCKING,SMOT-AS-ILH,PATTERN,HONED,0.38 INCH,1,10,10,EACH,9.37,9.37,,SMOT-AS-ILH,www.msisurfaces.com/1x1-mosaic-sheets/arctic-storm-interlocking/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Arctic Storm Interlocking Pattern Honed,MSI,Q1-2019 Price List,NEW,27-Jul-12
ARCTIC STORM INTERLOCKING 3D PEEL AND STICK,SMOT-PNS-ASIL3D-6MM,PATTERN,HONED,0.24 INCH,1,15,15,EACH,8.85,8.85,,SMOT-PNS-ASIL3D-6MM,www.msisurfaces.com/stick-wall-tile/arctic-storm-interlocking-3d/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Arctic Storm Interlocking3DPeel&Stick,MSI,Q1-2019 Price List,NEW,19-Oct-16
ARIA INTERLOCKING PATTERN,SMOT-SGLSIL-ARIA8MM,PATTERN,MISC.,0.31 INCH,1.5,10,15,EACH,17.53,17.53,,SMOT-SGLSIL-ARIA8MM,www.msisurfaces.com/glass-stone-blend-designs/aria-interlocking/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Aria Interlocking Pattern 8mm,MSI,Q1-2019 Price List,NEW,10-Sep-15
ARTISTA INTERLOCKING,SMOT-GLSIL-ARTISTA8MM,PATTERN,MISC.,0.32 INCH,0.97,10,9.7,EACH,11.88,11.88,,SMOT-GLSIL-ARTISTA8MM,www.msisurfaces.com/crystallized-glass-blend-8mm/artista-interlocking/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Artista Interlocking 8mm,MSI,Q1-2019 Price List,NEW,20-Feb-14
ASHLAR ROCK INTERLOCKING 3D,SMOT-SGLSIL-AR8MM,PATTERN,MISC.,0.24 INCH,1,10,10,EACH,11.88,11.88,,SMOT-SGLSIL-AR8MM,www.msisurfaces.com/glass-stone-blend-designs/ashlar-rock-interlocking-3d/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Ashlar Rock Interlocking 3D Pattern,MSI,Q1-2019 Price List,NEW,21-May-13
ASTERIA BLEND INTERLOCKING 3D,SMOT-ASTERIA-3DIL,PATTERN,POLISHED,Random,1,10,10,EACH,13.14,13.14,,SMOT-ASTERIA-3DIL,www.msisurfaces.com/natural-stone-mosaics/asteria-blend-3d-interlocking/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Asteria Blend Interlocking 3D,MSI,Q1-2019 Price List,NEW,26-Mar-14
AYRES BLEND,SMOT-GLBRK-AB8M,1x2,MISC.,0.31 INCH,0.98,10,9.8,EACH,8.49,8.49,,SMOT-GLBRK-AB8M,www.msisurfaces.com/crystallized-glass-blend-8mm/ayres-blend-brick/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Ayres Blend 1x2x8mm,MSI,Q1-2019 Price List,NEW,1-Jun-11
AZUL SCALLOP,SMOT-PT-AZULSCAL8MM,MISC.,GLOSSY,0.31 INCH,0.91,10,9.1,EACH,6.39,6.39,,SMOT-PT-AZULSCAL8MM,www.msisurfaces.com/arabescato-carrara/azul-scallop-8mm/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Azul Scallop 8mm,MSI,Q1-2019 Price List,NEW,22-Jan-18
AZURITE INTERLOCKING,SMOT-GLSPIL-AZUR8MM,PATTERN,MISC.,0.31 INCH,0.97,10,9.7,EACH,8.91,8.91,,SMOT-GLSPIL-AZUR8MM,www.msisurfaces.com/porcelain-glass-blend/azurite-interlocking-8mm/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Azurite Interlocking 8mm,MSI,Q1-2019 Price List,NEW,9-Jun-17
BASALT BLUE BAMBOO MOSAIC,SMOT-BSLTB-BMP10MM,PATTERN,HONED,0.38 INCH,1,10,10,EACH,12.5,12.5,,SMOT-BSLTB-BMP10MM,www.msisurfaces.com/mosaic-hatches/basalt-blue-bamboo/,MD,BASALT,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Basalt Blue Bamboo Honed,MSI,Q1-2019 Price List,NEW,18-Feb-11
BAYVIEW ELONGATED OCTAGON,SMOT-SGLSMT-BAYVIEW10MM,PATTERN,MISC.,0.38 INCH,1.1,10,11,EACH,11.57,11.57,,SMOT-SGLSMT-BAYVIEW10MM,www.msisurfaces.com/glass-stone-metal-blend/bayview-elongated-octagon/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Bayview Elongated Octagon 10mm,MSI,Q1-2019 Price List,NEW,16-Sep-15
BELLAGIO BLEND ELONGATED HEXAGON,SMOT-BELBLND-HEXEL10MM,MISC.,HONED,0.38 INCH,0.97,10,9.7,EACH,12.26,12.26,,SMOT-BELBLND-HEXEL10MM,www.msisurfaces.com/white-oak/bellagio-blend-elongated-hexagon/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Bellagio Blend Elongated Hexagon Honed,MSI,Q1-2019 Price List,NEW,10-Sep-15
BERGAMO HERRINGBONE,SMOT-BERGAMO-HB10MM,1X2,POLISHED,0.38 INCH,0.94,10,9.4,EACH,10.69,10.69,,SMOT-BERGAMO-HB10MM,https://www.msisurfaces.com/mosaic-hatches/bergamo-herringbone/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Bergamo Herringbone Polished,MSI,Q1-2019 Price List,NEW,26-Mar-14
BERGAMO INTERLOCKING,SMOT-BERGAMO-IP10MM,PATTERN,MISC.,0.38 INCH,0.97,10,9.7,EACH,12.15,12.15,,SMOT-BERGAMO-IP10MM,https://www.msisurfaces.com/mosaic-hatches/bergamo-interlocking/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Bergamo Interlocking Pattern,MSI,New Item,NEW,9-Apr-18
BERGAMO MAGIC PATTERN,SMOT-BERGAMO-MP10MM,PATTERN,MISC.,0.38 INCH,1,10,10,EACH,12.15,12.15,,SMOT-BERGAMO-MP10MM,www.msisurfaces.com/glass-mosaics/bergamo-magic-pattern-polished/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Bergamo Magic Pattern,MSI,Q1-2019 Price List,NEW,7-Jun-17
BIANCO ARABESQUE,SMOT-PT-BIANCO-ARABESQ,PATTERN,GLOSSY,0.24 INCH,0.73,15,10.95,EACH,7.11,7.11,,SMOT-PT-BIANCO-ARABESQ,www.msisurfaces.com/ceramic-mosaics/bianco-arabesque/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Bianco Arabesque 6mm,MSI,Q1-2019 Price List,NEW,29-Jan-15
BLOCKI BLANCO INTERLOCKING,SMOT-SGLSIL-BLOBLA8MM,PATTERN,MISC.,0.32 INCH,0.98,10,9.8,EACH,15.8,15.8,,SMOT-SGLSIL-BLOBLA8MM,www.msisurfaces.com/glass-stone-blend-designs/blocki-blanco-interlocking-Pattern-8mm/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Blocki Blanco Interlocking Pattern,MSI,Q1-2019 Price List,NEW,23-Aug-17
BLOCKI GRIGIO INTERLOCKING,SMOT-SGLSIL-BLOGRI8MM,PATTERN,MISC.,0.32 INCH,0.98,10,9.8,EACH,14.75,14.75,,SMOT-SGLSIL-BLOGRI8MM,www.msisurfaces.com/glass-stone-blend-designs/blocki-grigio-interlocking-pattern-8mm/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Blocki Grigio Interlocking Pattern,MSI,Q1-2019 Price List,NEW,23-Aug-17
BLUE SHIMMER ARABESQUE,SMOT-GLS-BLUSHI8MM,PATTERN,MISC.,0.31 INCH,0.71,10,7.1,EACH,11.03,11.03,,SMOT-GLS-BLUSHI8MM,www.msisurfaces.com/glass-mosaics/blue-shimmer-arabesque-8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Blue Shimmer Arabesque 8mm,MSI,New Item,NEW,31-Oct-18
BRIGHT WHITE 2X4 BEVELED,SMOT-PT-BRIWHT-2X4B,2x4,GLOSSY,0.24 INCH,0.89,15,13.35,EACH,5.44,5.44,,SMOT-PT-BRIWHT-2X4B,www.msisurfaces.com/ceramic-mosaics/bright-white-subway-tile-2x4-beveled/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Bright White 2x4x6mm Beveled,MSI,Q1-2019 Price List,NEW,7-Sep-17
CAFÉ NOCE,THDW3-SH-CN-8MM,5/8x5/8,MISC.,0.31 INCH,1,10,10,EACH,9.37,9.37,,THDW3-SH-CN-8MM,www.msisurfaces.com/5-8x5-8-glass-stone-blend-sheet/cafe-noce-glass-stone-blend/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CafÃ© Noce 5/8x5/8x8mm,MSI,Q1-2019 Price List,MATURE,28-May-10
CAIRO BLEND INTERLOCKING,SMOT-SGLSMTIL-CAIBLND8MM,MISC.,MISC.,0.31 INCH,1.5,10,15,EACH,17.53,17.53,,SMOT-SGLSMTIL-CAIBLND8MM,www.msisurfaces.com/glass-stone-metal-blend/cairo-blend-interlocking-pattern/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Cairo Blend Interlocking Pattern 8mm,MSI,Q1-2019 Price List,NEW,10-Sep-15
CALYPSO BLANCO LOTUS,SMOT-CALPBLA-MF10MM,PATTERN,MISC.,0.38 INCH,1,10,10,EACH,13.14,13.14,,SMOT-CALPBLA-MF10MM,www.msisurfaces.com/arabescato-carrara/calypso-blanco-lotus-pattern/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Calypso Blanco Lotus Pattern,MSI,Q1-2019 Price List,NEW,10-Sep-15
CALYPSO INTERLOCKING,SMOT-GLSIL-CALYP8MM,PATTERN,MISC.,0.31 INCH,1.04,10,10.4,EACH,12.5,12.5,,SMOT-GLSIL-CALYP8MM,www.msisurfaces.com/crystallized-glass-blend-8mm/calypso-interlocking/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Calypso Interlocking Pattern 8mm,MSI,Q1-2019 Price List,MATURE,24-Jun-15
CALYPSO PICKET,SMOT-GLSPK-CALYP8MM,PATTERN,MISC.,0.31 INCH,0.97,10,9.7,EACH,13.14,13.14,,SMOT-GLSPK-CALYP8MM,www.msisurfaces.com/crystallized-glass-blend-8mm/calypso-picket/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Calypso Picket Pattern 8mm,MSI,Q1-2019 Price List,MATURE,24-Jun-15
CARIBBEAN JADE,SMOT-GLSB-CARJAD4MM,1x1,MISC.,0.16 INCH,0.97,20,19.4,EACH,4.87,4.87,,SMOT-GLSB-CARJAD4MM,www.msisurfaces.com/glass-mosaics/carribean-jade-1x1x4mm-staggered/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Caribbean Jade 1x1x4mm,MSI,Q1-2019 Price List,NEW,25-Apr-17
CARIBBEAN MERMAID,SMOT-GLSB-CARMER4MM,1x1,MISC.,0.16 INCH,0.97,20,19.4,EACH,4.87,4.87,,SMOT-GLSB-CARMER4MM,www.msisurfaces.com/glass-mosaics/carribean-mermaid-1x1x4mm-staggered/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Caribbean Mermaid 1x1x4mm,MSI,Q1-2019 Price List,NEW,25-Apr-17
CARIBBEAN REEF,SMOT-GLSB-CARREF4MM,1x1,MISC.,0.16 INCH,0.97,20,19.4,EACH,4.87,4.87,,SMOT-GLSB-CARREF4MM,www.msisurfaces.com/glass-mosaics/carribean-reef-1x1x4mm-staggered/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Caribbean Reef 1x1x4mm,MSI,Q1-2019 Price List,NEW,25-Apr-17
CASTLE ROCK,SMOT-SGLSMT-CR8MM,1x1,MISC.,0.31 INCH,1,10,10,EACH,8.74,8.74,,SMOT-SGLSMT-CR8MM,www.msisurfaces.com/glass-stone-metal-blend/castle-rock/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Castle Rock 1x1x8mm,MSI,Q1-2019 Price List,NEW,31-Oct-12
CECILY PATTERN,SMOT-CECILY-POL10MM,PATTERN,POLISHED,0.38 INCH,0.95,10,9.5,EACH,14.39,14.39,,SMOT-CECILY-POL10MM,www.msisurfaces.com/natural-stone-mosaics/cecily-pattern-polished/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Cecily Pattern Polished,MSI,Q1-2019 Price List,NEW,7-Jun-16
CHAMPAGNE BEVEL HERRINGBONE,SMOT-GLS-CHBEHB8MM,PATTERN,MISC.,0.31 INCH,1.06,10,10.6,EACH,14.63,14.63,,SMOT-GLS-CHBEHB8MM,www.msisurfaces.com/glass-mosaics/champagne-bevel-herringbone-8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Champagne Bevel Herringbone,MSI,Q1-2019 Price List,NEW,9-May-17
CHAMPAGNE BEVEL SUBWAY,SMOT-GLSST-CHBE8MM,2x6,MISC.,0.31 INCH,0.96,10,9.6,EACH,13.41,13.41,,SMOT-GLSST-CHBE8MM,www.msisurfaces.com/glass-mosaics/champagne-bevel-subway-2x6x8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Champagne Bevel Subway,MSI,Q1-2019 Price List,NEW,9-May-17
CHAMPAGNE ESTATE,SMOT-GLS-CHAEST6MM,PATTERN,MISC.,0.24 INCH,0.98,15,14.7,EACH,7.91,7.91,,SMOT-GLS-CHAEST6MM,www.msisurfaces.com/glass-mosaics/champagne-estate-6mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Champagne Estate 6mm,MSI,Q1-2019 Price List,NEW,7-Jun-16
CHAMPAGNE TOAST INTERLOCKING,SMOT-SGLSMTIL-CHATST4MM,PATTERN,MISC.,0.16 INCH,1,20,20,EACH,6.91,6.91,,SMOT-SGLSMTIL-CHATST4MM,www.msisurfaces.com/glass-stone-metal-blend/champagne-toast/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Champagne Toast Interlocking 4mm,MSI,Q1-2019 Price List,NEW,30-Jan-15
CHANTILLY STAX,SMOT-GLS-CHASTA8MM,PATTERN,MISC.,0.31 INCH,0.99,10,9.9,EACH,9.99,9.99,,SMOT-GLS-CHASTA8MM,www.msisurfaces.com/glass-mosaics/chantilly-stax-8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Chantilly Stax 8mm,MSI,Q1-2019 Price List,NEW,7-Jun-16
CHARCOAL BEVEL,SMOT-PT-CHA-2X4B,2x4,GLOSSY,0.24 INCH,0.91,15,13.65,EACH,5.61,5.61,,SMOT-PT-CHA-2X4B,www.msisurfaces.com/ceramic-mosaics/charcoal-subway-tile-2x4/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Charcoal Bevel 2x4x6mm,MSI,Q1-2019 Price List,NEW,23-Sep-16
CHILCOTT BRIGHT 3X12,SMOT-GL-T-CHIBRI312,3x12,MISC.,0.31 INCH,0.25,20,5,SQFT,9.98,2.49,,SMOT-GL-T-CHIBRI312,www.msisurfaces.com/glass-mosaics/chilcott-bright-3x12x8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Chilcott Bright 3x12x8mm,MSI,New Item,NEW,31-Oct-18
CHILCOTT SHIMMER 3X12,SMOT-GL-T-CHISHI312,3x12,MISC.,0.31 INCH,0.25,20,5,SQFT,9.98,2.49,,SMOT-GL-T-CHISHI312,www.msisurfaces.com/glass-mosaics/chilcott-shimmer-3x12x8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Chilcott Shimmer 3x12x8mm,MSI,New Item,NEW,31-Oct-18
CHILCOTT TREASURE 3X12,SMOT-GL-T-CHITRE312,3x12,MISC.,0.31 INCH,0.25,20,5,SQFT,9.98,2.49,,SMOT-GL-T-CHITRE312,www.msisurfaces.com/glass-mosaics/chilcott-treasure-3x12x8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Chilcott Treasure 3x12x8mm,MSI,New Item,NEW,31-Oct-18
CIRCA ZIRCONIA HEXAGON,SMOT-SGLS-CIRZIR8MM,PATTERN,MISC.,0.31 INCH,1.06,10,10.6,EACH,14.39,14.39,,SMOT-SGLS-CIRZIR8MM,www.msisurfaces.com/carrara-white/circa-zirconia/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,"Circa Zirconia 3"" Hexagon",MSI,Q1-2019 Price List,NEW,1-Jun-15
CITYSCAPE INTERLOCKING,SMOT-GLSMTIL-CS8MM,PATTERN,MISC.,0.31 INCH,0.98,10,9.8,EACH,11.63,11.63,,SMOT-GLSMTIL-CS8MM,www.msisurfaces.com/glass-metal-blend/cityscape-interlocking/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Cityscape Interlocking Pattern 8mm,MSI,Q1-2019 Price List,NEW,8-Aug-13
CLASSIQUE BEIGE CREMA 4X16,NBEICREGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25,11.1,SQFT,1.96,0.87,,NBEICREGLO4X16,www.msisurfaces.com/ceramic-mosaics/beige-crema-subway-tile/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE BEIGE CREMA GLOSSY 4X16,MSI,Q1-2019 Price List,NEW,17-Oct-14
CLASSIQUE BEIGE CREMA 4X16 BULL NOSE,NBEICREGLO4X16SBN,4x16,GLOSSY,0.25 INCH,0.44,25,11.11,EACH,2.1,2.1,,NBEICREGLO4X16SBN,www.msisurfaces.com/ceramic-mosaics/classique-beige-crema-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE BEIGE CREMA GLO 4X16 BN,MSI,Q1-2019 Price List,NEW,17-Oct-14
CLASSIQUE GRIS TRAVERTINE 4X16,NGRITRAGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25,11.11,SQFT,1.93,0.86,,NGRITRAGLO4X16,https://www.msisurfaces.com/ceramic-mosaics/gris-travertine-subway-tile/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE GRIS TRAVERTINE GLOSSY 4X16,MSI,New Item,New,17-Oct-14
CLASSIQUE GRIS TRAVERTINE 4X16 BULL NOSE,NGRITRAGLO4X16SBN,4x16,GLOSSY,0.25 INCH,0.44,25,11.11,EACH,2.1,2.1,,NGRITRAGLO4X16SBN,www.msisurfaces.com/ceramic-mosaics/classique-gris-travertine-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE GRIS TRAVERTINE GLO 4X16 BN,MSI,Q1-2019 Price List,NEW,17-Oct-14
CLASSIQUE WHITE CALACATTA 4X16,NWHICALGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25,11.1,SQFT,1.96,0.87,,NWHICALGLO4X16,www.msisurfaces.com/ceramic-mosaics/classique-white-calacatta-glossy-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CALACATTA GLOSSY 4X16,MSI,Q1-2019 Price List,NEW,23-Aug-16
CLASSIQUE WHITE CALACATTA 4X16 BULL NOSE,NWHICALGLO4X16BN,4x16,GLOSSY,0.25 INCH,0.44,25,11.11,EACH,2.1,2.1,,NWHICALGLO4X16BN,www.msisurfaces.com/ceramic-mosaics/classique-white-calacatta-glossy-4x16-bln/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CALACATTA GLOSSY 4X16BLN,MSI,Q1-2019 Price List,NEW,23-Aug-16
CLASSIQUE WHITE CALACATTA BEVELED 4X16,NWHICALGLO4X16BEV,4x16,GLOSSY,0.25 INCH,0.44,25,11.1,SQFT,1.96,0.87,,NWHICALGLO4X16BEV,www.msisurfaces.com/ceramic-mosaics/classique-white-calacatta-glossy-4x16-bev/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUEWHITE CALACATTA GLOSSY 4X16 BEV,MSI,Q1-2019 Price List,NEW,23-Aug-16
CLASSIQUE WHITE CALACATTA MIX 4X16,NWHICALMIX4X16,4x16,GLOSSY,0.25 INCH,0.44,25,11.1,SQFT,1.96,0.87,,NWHICALMIX4X16,www.msisurfaces.com/ceramic-mosaics/classique-white-calacatta-glossy-4X16-mix/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CALACATTA GLOSSY4X16 MIX,MSI,Q1-2019 Price List,NEW,23-Aug-16
CLASSIQUE WHITE CARRARA 4X16,NWHICARGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25,11.1,SQFT,1.93,0.86,,NWHICARGLO4X16,www.msisurfaces.com/ceramic-mosaics/classique-white-carrara-glossy-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CARRARA GLOSSY 4X16,MSI,Q1-2019 Price List,NEW,17-Oct-14
CLASSIQUE WHITE CARRARA 4X16 BULL NOSE,NWHICARGLO4X16SBN,4x16,GLOSSY,0.25 INCH,0.44,25,11.11,EACH,2,2,,NWHICARGLO4X16SBN,www.msisurfaces.com/ceramic-mosaics/classique-white-carrara-glossy-4X16-Bn/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CARRARA GLOSSY 4X16 BN,MSI,New Item,NEW,17-Oct-14
CLASSIQUE WHITE CARRARA BEVELED 4X16,NWHICARGLO4X16BEV,4x16,GLOSSY,0.25 INCH,0.44,25,11.1,SQFT,1.96,0.87,,NWHICARGLO4X16BEV,www.msisurfaces.com/ceramic-mosaics/classique-white-carrara-glossy-4x16-bev/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CARRARA GLOSSY 4X16 BEV,MSI,Q1-2019 Price List,NEW,23-Aug-16
CLASSIQUE WHITE CARRARA MIX 4X16,NWHICARMIX4X16,4x16,GLOSSY,0.25 INCH,0.44,25,11.1,SQFT,1.96,0.87,,NWHICARMIX4X16,www.msisurfaces.com/ceramic-mosaics/classique-white-carrara-glossy-4x16-mix/ ,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CARRARA GLOSSY 4X16 MIX,MSI,Q1-2019 Price List,NEW,23-Aug-16
COBRELLO INTERLOCKING,SMOT-SPIL-COBRELLO8MM,PATTERN,MISC.,0.31 INCH,1.04,10,10.4,EACH,11.15,11.15,,SMOT-SPIL-COBRELLO8MM,www.msisurfaces.com/porcelain-stone-blend/cobrello-interlocking/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Cobrello Interlocking Pattern 8mm,MSI,Q1-2019 Price List,NEW,20-Feb-14
CRESTA BLANCO,SMOT-SP-CREBLA8MM,PATTERN,MISC.,0.31 INCH,1,10,10,EACH,13.13,13.13,,SMOT-SP-CREBLA8MM,www.msisurfaces.com/porcelain-stone-blend/cresta-blanco/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Cresta Blanco 8mm,MSI,Q1-2019 Price List,NEW,14-Sep-15
CRISTALLO INTERLOCKING,SMOT-SGLSIL-CRIS8MM,PATTERN,MISC.,0.31 INCH,1,10,10,EACH,9.99,9.99,,SMOT-SGLSIL-CRIS8MM,www.msisurfaces.com/glass-stone-blend-designs/cristallo-interlocking/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Cristallo Interlocking Pattern 8mm,MSI,Q1-2019 Price List,NEW,9-Sep-13
CRYSTAL CLIFFS,SMOT-SGLSGG-CC8MM,1x4,MISC.,0.31 INCH,1,10,10,EACH,11.57,11.57,,SMOT-SGLSGG-CC8MM,www.msisurfaces.com/glass-stone-blend-designs/crystal-cliffs/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,Crystal Cliffs 1x4x8mm,MSI,Q1-2019 Price List,NEW,3-May-13
