* Color Green highlighted items are launched in last 6 months,,,,,,,,,,,,,,,,,,,,,,,,
*Items highlighted in Orange will have a rolling change in pieces per box or boxes per pallet packaging in 2020.  These will be communicated as the old inventory depletes and the new inventory with new packaging arrives,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCT COLLECTION,ItemNumber,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,ItemNumber,Web Link,Product Line,Material,Product Category,PRODUCT COLLECTION,Description,Status,Source,Creation Date,Comments,,
CALYPSO PICKET,SMOT-GLSPK-CALYP8MM,PATTERN,MISC.,0.31 INCH,0.97,10.00,9.70,EACH,13.14,13.14,,SMOT-GLSPK-CALYP8MM,https://www.msisurfaces.com/crystallized-glass-blend-8mm/calypso-picket/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CALYPSO PICKET,Calypso Picket Pattern 8mm,MSI,2019 Price list,24-Jun-15,,,
CARIBBEAN JADE,SMOT-GLSB-CARJAD4MM,1x1,MISC.,0.16 INCH,0.97,20.00,19.40,EACH,4.87,4.87,,SMOT-GLSB-CARJAD4MM,https://www.msisurfaces.com/glass-mosaics/carribean-jade-1x1x4mm-staggered/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CARIBBEAN JADE,Caribbean Jade 1x1x4mm,MSI,2019 Price list,25-Apr-17,,,
CARIBBEAN MERMAID,SMOT-GLSB-CARMER4MM,1x1,MISC.,0.16 INCH,0.97,20.00,19.40,EACH,4.87,4.87,,SMOT-GLSB-CARMER4MM,https://www.msisurfaces.com/glass-mosaics/carribean-mermaid-1x1x4mm-staggered/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CARIBBEAN MERMAID,Caribbean Mermaid 1x1x4mm,MSI,2019 Price list,25-Apr-17,,,
CARIBBEAN REEF,SMOT-GLSB-CARREF4MM,1x1,MISC.,0.16 INCH,0.97,20.00,19.40,EACH,4.87,4.87,,SMOT-GLSB-CARREF4MM,https://www.msisurfaces.com/glass-mosaics/carribean-reef-1x1x4mm-staggered/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CARIBBEAN REEF,Caribbean Reef 1x1x4mm,MSI,2019 Price list,25-Apr-17,,,
CASTLE ROCK,SMOT-SGLSMT-CR8MM,1x1,MISC.,0.31 INCH,1.00,10.00,10.00,EACH,8.74,8.74,,SMOT-SGLSMT-CR8MM,https://www.msisurfaces.com/glass-stone-metal-blend/castle-rock/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CASTLE ROCK,Castle Rock 1x1x8mm,MSI,2019 Price list,31-Oct-12,,,
CECILY PATTERN,SMOT-CECILY-POL10MM,PATTERN,POLISHED,0.38 INCH,0.95,10.00,9.50,EACH,14.39,14.39,,SMOT-CECILY-POL10MM,https://www.msisurfaces.com/natural-stone-mosaics/cecily-pattern-polished/,MD,MARBLE,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CECILY PATTERN,Cecily Pattern Polished,MSI,2019 Price list,7-Jun-16,,,
CHAMPAGNE BEVEL 4X12,SMOT-GL-T-CHBE412,4x12,MISC.,N/A,0.33,5.00,5.00,SQFT,13.50,4.50,,SMOT-GL-T-CHBE412,https://www.msisurfaces.com/glass-mosaics/champagne-bevel-4x12/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHAMPAGNE BEVEL 4X12,Champagne Bevel 4x12,MSI,New Addtion,1-May-19,,,
CHAMPAGNE BEVEL HERRINGBONE,SMOT-GLS-CHBEHB8MM,PATTERN,MISC.,0.31 INCH,1.06,10.00,10.60,EACH,14.63,14.63,,SMOT-GLS-CHBEHB8MM,https://www.msisurfaces.com/glass-mosaics/champagne-bevel-herringbone-8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHAMPAGNE BEVEL HERRINGBONE,Champagne Bevel Herringbone,MSI,2019 Price list,9-May-17,,,
CHAMPAGNE BEVEL SUBWAY,SMOT-GLSST-CHBE8MM,2x6,MISC.,0.31 INCH,0.96,10.00,9.60,EACH,13.41,13.41,,SMOT-GLSST-CHBE8MM,https://www.msisurfaces.com/glass-mosaics/champagne-bevel-subway-2x6x8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHAMPAGNE BEVEL SUBWAY,Champagne Bevel Subway,MSI,2019 Price list,9-May-17,,,
CHAMPAGNE BLEND INTERLOCKING,SMOT-GLSIL-CHABLE6MM,PATTERN,MISC.,0.24 INCH,0.98,14.70,14.70,EACH,6.48,6.48,,SMOT-GLSIL-CHABLE6MM,https://www.msisurfaces.com/glass-mosaics/champagne-blend-interlocking-6mm/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHAMPAGNE BLEND INTERLOCKING,Champagne Blend Interlocking 6mm,MSI,New Addtion,16-Jul-19,,,
CHAMPAGNE ESTATE,SMOT-GLS-CHAEST6MM,PATTERN,MISC.,0.24 INCH,0.98,15.00,14.70,EACH,7.91,7.91,,SMOT-GLS-CHAEST6MM,https://www.msisurfaces.com/glass-mosaics/champagne-estate-6mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHAMPAGNE ESTATE,Champagne Estate 6mm,MSI,2019 Price list,7-Jun-16,,,
CHAMPAGNE TOAST INTERLOCKING,SMOT-SGLSMTIL-CHATST4MM,PATTERN,MISC.,0.16 INCH,1.00,20.00,20.00,EACH,6.91,6.91,,SMOT-SGLSMTIL-CHATST4MM,https://www.msisurfaces.com/glass-stone-metal-blend/champagne-toast/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHAMPAGNE TOAST INTERLOCKING,Champagne Toast Interlocking 4mm,MSI,2019 Price list,30-Jan-15,,,
CHANTILLY STAX,SMOT-GLS-CHASTA8MM,PATTERN,MISC.,0.31 INCH,0.99,10.00,9.90,EACH,9.99,9.99,,SMOT-GLS-CHASTA8MM,https://www.msisurfaces.com/glass-mosaics/chantilly-stax-8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHANTILLY STAX,Chantilly Stax 8mm,MSI,2019 Price list,7-Jun-16,,,
CHARCOAL BEVEL,SMOT-PT-CHA-2X4B,2x4,GLOSSY,0.24 INCH,0.91,15.00,13.65,EACH,5.61,5.61,,SMOT-PT-CHA-2X4B,https://www.msisurfaces.com/ceramic-mosaics/charcoal-subway-tile-2x4/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHARCOAL BEVEL,Charcoal Bevel 2x4x6mm,MSI,2019 Price list,23-Sep-16,,,
CHECKORAMA,SMOT-GLS-CHECK4MM,2x2,MATTE,0.16 INCH,0.96,20.00,19.20,EACH,4.06,4.06,,SMOT-GLS-CHECK4MM,https://www.msisurfaces.com/glass-mosaics/checkorama-2x2x4mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHECKORAMA,Checkorama 2x2x4mm,MSI,2019 Price list,24-May-18,,,
CHILCOTT BRIGHT 3X12,SMOT-GL-T-CHIBRI312,3x12,MISC.,0.31 INCH,0.25,20.00,5.00,SQFT,9.96,2.49,,SMOT-GL-T-CHIBRI312,https://www.msisurfaces.com/glass-mosaics/chilcott-bright-3x12x8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHILCOTT BRIGHT 3X12,Chilcott Bright 3x12x8mm,MSI,2019 Price list,31-Oct-18,,,
CHILCOTT SHIMMER 3X12,SMOT-GL-T-CHISHI312,3x12,MISC.,0.31 INCH,0.25,20.00,5.00,SQFT,9.96,2.49,,SMOT-GL-T-CHISHI312,https://www.msisurfaces.com/glass-mosaics/chilcott-shimmer-3x12x8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHILCOTT SHIMMER 3X12,Chilcott Shimmer 3x12x8mm,MSI,2019 Price list,31-Oct-18,,,
CHILCOTT TREASURE 3X12,SMOT-GL-T-CHITRE312,3x12,MISC.,0.31 INCH,0.25,20.00,5.00,SQFT,9.96,2.49,,SMOT-GL-T-CHITRE312,https://www.msisurfaces.com/glass-mosaics/chilcott-treasure-3x12x8mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CHILCOTT TREASURE 3X12,Chilcott Treasure 3x12x8mm,MSI,2019 Price list,31-Oct-18,,,
CIRCA ZIRCONIA HEXAGON,SMOT-SGLS-CIRZIR8MM,PATTERN,MISC.,0.31 INCH,1.06,10.00,10.60,EACH,14.39,14.39,,SMOT-SGLS-CIRZIR8MM,https://www.msisurfaces.com/carrara-white/circa-zirconia/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CIRCA ZIRCONIA HEXAGON,"Circa Zirconia 3"" Hexagon",MSI,2019 Price list,1-Jun-15,,,
CITYSCAPE INTERLOCKING,SMOT-GLSMTIL-CS8MM,PATTERN,MISC.,0.31 INCH,0.98,10.00,9.80,EACH,11.63,11.63,,SMOT-GLSMTIL-CS8MM,https://www.msisurfaces.com/glass-metal-blend/cityscape-interlocking/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CITYSCAPE INTERLOCKING,Cityscape Interlocking Pattern 8mm,MSI,2019 Price list,8-Aug-13,,,
CLASSIQUE BEIGE CREMA 4X16,NBEICREGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.10,SQFT,1.96,0.87,,NBEICREGLO4X16,https://www.msisurfaces.com/ceramic-mosaics/beige-crema-subway-tile/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE BEIGE CREMA 4X16,CLASSIQUE BEIGE CREMA GLOSSY 4X16,MSI,2019 Price list,17-Oct-14,,,
CLASSIQUE BEIGE CREMA 4X16 BULL NOSE,NBEICREGLO4X16SBN,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.11,EACH,2.10,2.10,,NBEICREGLO4X16SBN,https://www.msisurfaces.com/ceramic-mosaics/classique-beige-crema-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE BEIGE CREMA 4X16 BULL NOSE,CLASSIQUE BEIGE CREMA GLO 4X16 BN,MSI,2019 Price list,17-Oct-14,,,
CLASSIQUE GRIS TRAVERTINE 4X16 BULL NOSE,NGRITRAGLO4X16SBN,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.11,EACH,2.10,2.10,,NGRITRAGLO4X16SBN,https://www.msisurfaces.com/ceramic-mosaics/classique-gris-travertine-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE GRIS TRAVERTINE 4X16 BULL NOSE,CLASSIQUE GRIS TRAVERTINE GLO 4X16 BN,MSI,2019 Price list,17-Oct-14,,,
CLASSIQUE GRIS TRAVERTINE GLOSSY 4X16,NGRITRAGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.11,SQFT,1.94,0.86,,NGRITRAGLO4X16,https://www.msisurfaces.com/ceramic-mosaics/gris-travertine-subway-tile/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE GRIS TRAVERTINE GLOSSY 4X16,CLASSIQUE GRIS TRAVERTINE GLOSSY 4X16,MSI,2019 Price list,17-Oct-14,,,
CLASSIQUE WHITE CALACATTA 4X16,NWHICALGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.10,SQFT,1.96,0.87,,NWHICALGLO4X16,https://www.msisurfaces.com/ceramic-mosaics/classique-white-calacatta-glossy-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CALACATTA 4X16,CLASSIQUE WHITE CALACATTA GLOSSY 4X16,MSI,2019 Price list,23-Aug-16,,,
CLASSIQUE WHITE CALACATTA 4X16 BULL NOSE,NWHICALGLO4X16BN,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.11,EACH,2.10,2.10,,NWHICALGLO4X16BN,https://www.msisurfaces.com/ceramic-mosaics/classique-white-calacatta-glossy-4x16-bln/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CALACATTA 4X16 BULL NOSE,CLASSIQUE WHITE CALACATTA GLOSSY 4X16BLN,MSI,2019 Price list,23-Aug-16,,,
CLASSIQUE WHITE CALACATTA BEVELED 4X16,NWHICALGLO4X16BEV,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.10,SQFT,1.96,0.87,,NWHICALGLO4X16BEV,https://www.msisurfaces.com/ceramic-mosaics/classique-white-calacatta-glossy-4x16-bev/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CALACATTA BEVELED 4X16,CLASSIQUEWHITE CALACATTA GLOSSY 4X16 BEV,MSI,2019 Price list,23-Aug-16,,,
CLASSIQUE WHITE CALACATTA MIX 4X16,NWHICALMIX4X16,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.10,SQFT,1.96,0.87,,NWHICALMIX4X16,https://www.msisurfaces.com/ceramic-mosaics/classique-white-calacatta-glossy-4X16-mix/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CALACATTA MIX 4X16,CLASSIQUE WHITE CALACATTA GLOSSY4X16 MIX,MSI,2019 Price list,23-Aug-16,,,
CLASSIQUE WHITE CARRARA 4X16,NWHICARGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.10,SQFT,1.94,0.86,,NWHICARGLO4X16,https://www.msisurfaces.com/ceramic-mosaics/classique-white-carrara-glossy-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CARRARA 4X16,CLASSIQUE WHITE CARRARA GLOSSY 4X16,MSI,2019 Price list,17-Oct-14,,,
CLASSIQUE WHITE CARRARA 4X16 BULL NOSE,NWHICARGLO4X16SBN,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.11,EACH,2.00,2.00,,NWHICARGLO4X16SBN,https://www.msisurfaces.com/ceramic-mosaics/classique-white-carrara-glossy-4X16-Bn/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CARRARA 4X16 BULL NOSE,CLASSIQUE WHITE CARRARA GLOSSY 4X16 BN,MSI,2019 Price list,17-Oct-14,,,
CLASSIQUE WHITE CARRARA BEVELED 4X16,NWHICARGLO4X16BEV,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.10,SQFT,1.96,0.87,,NWHICARGLO4X16BEV,https://www.msisurfaces.com/ceramic-mosaics/classique-white-carrara-glossy-4x16-bev/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CARRARA BEVELED 4X16,CLASSIQUE WHITE CARRARA GLOSSY 4X16 BEV,MSI,2019 Price list,23-Aug-16,,,
CLASSIQUE WHITE CARRARA MIX 4X16,NWHICARMIX4X16,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.10,SQFT,1.96,0.87,,NWHICARMIX4X16,https://www.msisurfaces.com/ceramic-mosaics/classique-white-carrara-glossy-4x16-mix/ ,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CLASSIQUE WHITE CARRARA MIX 4X16,CLASSIQUE WHITE CARRARA GLOSSY 4X16 MIX,MSI,2019 Price list,23-Aug-16,,,
COBRELLO INTERLOCKING,SMOT-SPIL-COBRELLO8MM,PATTERN,MISC.,0.31 INCH,1.04,10.00,10.40,EACH,11.15,11.15,,SMOT-SPIL-COBRELLO8MM,https://www.msisurfaces.com/porcelain-stone-blend/cobrello-interlocking/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,COBRELLO INTERLOCKING,Cobrello Interlocking Pattern 8mm,MSI,2019 Price list,20-Feb-14,,,
COCO SWIRL INTERLOCKING,SMOT-SGLSIL-COCSWI8MM,PATTERN,MISC.,0.31 INCH,0.97,10.00,9.70,EACH,11.88,11.88,,SMOT-SGLSIL-COCSWI8MM,https://www.msisurfaces.com/glass-mosaics/coco-swirl-interlocking/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,COCO SWIRL INTERLOCKING,Coco Swirl Interlocking,MSI,New Addtion,16-Apr-19,,,
CRESTA BLANCO,SMOT-SP-CREBLA8MM,PATTERN,MISC.,0.31 INCH,1.00,10.00,10.00,EACH,13.13,13.13,,SMOT-SP-CREBLA8MM,https://www.msisurfaces.com/porcelain-stone-blend/cresta-blanco/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CRESTA BLANCO,Cresta Blanco 8mm,MSI,2019 Price list,14-Sep-15,,,
CRISSON BEVEL SUBWAY,SMOT-PNS-CRIBEV-4MM,2x4,MISC.,0.16 INCH,0.98,19.60,19.60,EACH,10.80,10.80,,SMOT-PNS-CRIBEV-4MM,https://www.msisurfaces.com/glass-mosaics/crisson-bevel-subway/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CRISSON BEVEL SUBWAY,Crisson Bevel Subway,MSI,New Addtion,26-Mar-19,,,
CRISTALLO INTERLOCKING,SMOT-SGLSIL-CRIS8MM,PATTERN,MISC.,0.31 INCH,1.00,10.00,10.00,EACH,9.99,9.99,,SMOT-SGLSIL-CRIS8MM,https://www.msisurfaces.com/glass-stone-blend-designs/cristallo-interlocking/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CRISTALLO INTERLOCKING,Cristallo Interlocking Pattern 8mm,MSI,2019 Price list,9-Sep-13,,,
CRYSTAL CLIFFS,SMOT-SGLSGG-CC8MM,1x4,MISC.,0.31 INCH,1.00,10.00,10.00,EACH,11.57,11.57,,SMOT-SGLSGG-CC8MM,https://www.msisurfaces.com/glass-stone-blend-designs/crystal-cliffs/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CRYSTAL CLIFFS,Crystal Cliffs 1x4x8mm,MSI,2019 Price list,3-May-13,,,
CRYSTAL COVE BLEND,THDWG-GLMT-CCB-8MM,PATTERN,MISC.,0.31 INCH,1.00,10.00,10.00,EACH,9.99,9.99,,THDWG-GLMT-CCB-8MM,https://www.msisurfaces.com/glass-metal-blend/crystal-cove-blend/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CRYSTAL COVE BLEND,Crystal Cove Blend 8mm,MSI,2019 Price list,20-Dec-10,,,
CRYSTAL VISTA,SMOT-SGLSGG-CV8MM,1x4,MISC.,0.31 INCH,1.00,10.00,10.00,EACH,12.50,12.50,,SMOT-SGLSGG-CV8MM,https://www.msisurfaces.com/glass-stone-blend-designs/crystal-vista/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,CRYSTAL VISTA,Crystal Vista 1x4x8mm,MSI,2019 Price list,3-May-13,,,
DELANO BLANCO,SMOT-SGLS-DELBLA6MM,PATTERN,MISC.,0.24 INCH,0.98,15.00,14.70,EACH,7.26,7.26,,SMOT-SGLS-DELBLA6MM,https://www.msisurfaces.com/glass-stone-blend-designs/delano-blanco/,MD,MOSAIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DELANO BLANCO,Delano Blanco 6mm,MSI,2019 Price list,30-Jan-15,,,
DENALI PATTERN,SMOT-PT-DENALI8MM,PATTERN,GLOSSY,0.31 INCH,1.03,10.00,10.30,EACH,11.15,11.15,,SMOT-PT-DENALI8MM,https://www.msisurfaces.com/ceramic-mosaics/denali-8mm/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DENALI PATTERN,Denali 8mm,MSI,2019 Price list,10-Sep-15,,,
DIAMANTE BRICK,SMOT-SGLSMT-DIA8MM,PATTERN,MISC.,0.31 INCH,0.98,10.00,9.80,EACH,11.00,11.00,,SMOT-SGLSMT-DIA8MM,https://www.msisurfaces.com/glass-stone-metal-blend/diamante-brick/,MD,MISC.,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DIAMANTE BRICK,Diamante Brick 0.625x3x8mm,MSI,2019 Price list,26-Nov-13,,,
DONNA TEAL BEVEL,SMOT-PT-DOTE-2X4B,2x4,GLOSSY,0.24 INCH,0.89,15.00,13.35,EACH,5.61,5.61,,SMOT-PT-DOTE-2X4B,https://www.msisurfaces.com/ceramic-mosaics/donna-teal-subway-tile/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DONNA TEAL BEVEL,Donna Teal Bevel 2x4x6mm,MSI,2019 Price list,23-Sep-16,,,
DRIFTWOOD HEXAGON,SMOT-GLS-DRIFT6MM,PATTERN,MATTE,0.24 INCH,0.98,15.00,14.70,EACH,9.74,9.74,,SMOT-GLS-DRIFT6MM,https://www.msisurfaces.com/glass-mosaics/driftwood-hexagon-6mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DRIFTWOOD HEXAGON,Driftwood Hexagon 6mm,MSI,2019 Price list,5-Apr-16,,,
DRIFTWOOD INTERLOCKING,SMOT-GLSIL-DRIFT6MM,PATTERN,MATTE,0.24 INCH,0.97,15.00,14.55,EACH,9.74,9.74,,SMOT-GLSIL-DRIFT6MM,https://www.msisurfaces.com/glass-mosaics/driftwood-interlocking-6mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DRIFTWOOD INTERLOCKING,Driftwood Interlocking 6mm,MSI,2019 Price list,5-Apr-16,,,
DRIFTWOOD PICKET,SMOT-GLSPK-DRIFT6MM,MISC.,MISC.,0.24 INCH,0.93,13.95,13.95,EACH,9.74,9.74,,SMOT-GLSPK-DRIFT6MM,https://www.msisurfaces.com/glass-mosaics/driftwood-picket-6mm/,MD,GLASS,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DRIFTWOOD PICKET,Driftwood Picket 6mm,MSI,New Addtion,21-Jun-19,,,
DYMO CHEX WHITE 12X24 (2020),NDYCHEWHI1224G-N,12x24,GLOSSY,0.37 INCH,2.00,8.00,16.00,SQFT,1.94,3.88,,NDYCHEWHI1224G-N,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO CHEX WHITE 12X24 (2020),DYMO CHEX WHITE 12X24 GLOSSY,MSI,New Addtion,29-Aug-19,,,
DYMO CHEX WHITE 12X36,NDYCHEWHI1236,12X36,GLOSSY,0.39 INCH,3.00,6.00,18.00,SQFT,2.19,6.56,,NDYCHEWHI1236,https://www.msisurfaces.com/dymo/dymo-chex-white-12X36-glossy/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO CHEX WHITE 12X36,DYMO CHEX WHITE 12X36 GLOSSY,MSI,2019 Price list,6-Apr-18,,,
DYMO CHEX WHITE 12X36 (2020),NDYMCHEWHI1236-N,12X36,GLOSSY,0.45 INCH,3.00,6.00,18.00,SQFT,2.19,6.56,,NDYMCHEWHI1236-N,https://www.msisurfaces.com/dymo/dymo-chex-white-12X36-glossy/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO CHEX WHITE 12X36 (2020),DYMO CHEX WHITE 12X36 GLOSSY,MSI,New Addtion,29-Aug-19,Updated size 12x36,,
DYMO PATTERN WHITE 12X24,NDYMPATWHI1224G,12x24,POLISHED,0.39 INCH,2.00,8.00,16.00,SQFT,1.94,3.88,,NDYMPATWHI1224G,https://www.msisurfaces.com/dymo/pattern-white/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO PATTERN WHITE 12X24,DYMO PATTERN WHITE 12X24 GLOSSY,MSI,2019 Price list,16-Feb-17,,,
DYMO STRIPE WHITE 12X24,NDYMSTRWHI1224G,12x24,POLISHED,0.39 INCH,2.00,8.00,16.00,SQFT,1.94,3.88,,NDYMSTRWHI1224G,https://www.msisurfaces.com/dymo/stripe-white/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO STRIPE WHITE 12X24,DYMO STRIPE WHITE 12X24 GLOSSY,MSI,2019 Price list,16-Feb-17,,,
DYMO STRIPE WHITE 12X24 (2020),NDYMSTRWHI1224G-N,12x24,GLOSSY,0.37 INCH,2.00,8.00,16.00,SQFT,1.94,3.88,,NDYMSTRWHI1224G-N,https://www.msisurfaces.com/dymo/stripe-white/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO STRIPE WHITE 12X24 (2020),DYMO STRIPE WHITE 12X24 GLOSSY,MSI,New Addtion,29-Aug-19,,,
DYMO WAVY WHITE 12X24,NDYMWAVWHI1224G,12x24,POLISHED,0.39 INCH,2.00,8.00,16.00,SQFT,1.94,3.88,,NDYMWAVWHI1224G,https://www.msisurfaces.com/dymo/wavy-white/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO WAVY WHITE 12X24,DYMO WAVY WHITE 12X24 GLOSSY,MSI,2019 Price list,16-Feb-17,,,
DYMO WAVY WHITE 12X24 (2020),NDYMWAVWHI1224G-N,12x24,GLOSSY,0.37 INCH,2.00,8.00,16.00,SQFT,1.94,3.88,,NDYMWAVWHI1224G-N,https://www.msisurfaces.com/dymo/wavy-white/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO WAVY WHITE 12X24 (2020),DYMO WAVY WHITE 12X24 GLOSSY,MSI,New Addtion,29-Aug-19,,,
DYMO WHITE 12X24,NDYMWHI1224G,12x24,POLISHED,0.39 INCH,2.00,8.00,16.00,SQFT,1.94,3.88,,NDYMWHI1224G,https://www.msisurfaces.com/dymo/white/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO WHITE 12X24,DYMO WHITE 12X24 GLOSSY,MSI,2019 Price list,16-Feb-17,,,
DYMO WHITE 12X24 (2020),NDYMWHI1224G-N,12x24,GLOSSY,0.37 INCH,2.00,8.00,16.00,SQFT,1.94,3.88,,NDYMWHI1224G-N,https://www.msisurfaces.com/dymo/white/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO WHITE 12X24 (2020),DYMO WHITE 12X24 GLOSSY,MSI,New Addtion,29-Aug-19,,,
DYMO WHITE 12X36,NDYMWHI1236,12X36,GLOSSY,0.39 INCH,3.00,6.00,18.00,SQFT,2.19,6.56,,NDYMWHI1236,https://www.msisurfaces.com/dymo/white-12x36-glossy/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO WHITE 12X36,DYMO WHITE 12X36 GLOSSY,MSI,2019 Price list,6-Apr-18,,,
DYMO WHITE 12X36 (2020),NDYMWHI1236-N,12X36,GLOSSY,0.45 INCH,3.00,6.00,18.00,SQFT,2.19,6.56,,NDYMWHI1236-N,https://www.msisurfaces.com/dymo/white-12x36-glossy/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS,DYMO WHITE 12X36 (2020),DYMO WHITE 12X36 GLOSSY,MSI,New Addtion,29-Aug-19,Updated size 12x36,,
